filename,minx,miny,maxx,maxy
province161_ref_shoreline.geojson,15.638766717010355,68.35019602500007,22.933411899739383,70.29043203300006
province162_ref_shoreline.geojson,15.426272420000089,65.06767436173553,24.163413534000114,69.03635569300012
province163_ref_shoreline.geojson,-9.11742102799991,64.94983429611585,18.189291147968106,71.18036530200004
province164_ref_shoreline.geojson,14.332849860000096,63.41185130400004,21.60645592500009,66.35493714283484
province165_ref_shoreline.geojson,11.992425171000093,61.58202952674122,16.969073113733202,65.11504586000008
province166_ref_shoreline.geojson,10.163338656953442,63.196866359694695,14.332073666000099,65.13220042590888
province167_ref_shoreline.geojson,8.271739129000082,62.274312852955745,12.279521920600132,64.43170807500007
province168_ref_shoreline.geojson,9.656392855645777,59.88493681900006,12.888184448000061,62.70780060501386
province171_ref_shoreline.geojson,10.56023196700005,59.48359879286732,11.883741545835676,60.62263599655398
province172_ref_shoreline.geojson,10.591644727000073,58.88472727500006,11.903541707000045,59.80538299842658
province173_ref_shoreline.geojson,11.108164910000085,57.15697663026725,14.81153038891631,59.254936428573274
province174_ref_shoreline.geojson,20.62316451000001,65.59191762489843,30.00941329000011,70.07531036400012
province175_ref_shoreline.geojson,21.233878920175982,68.55483469700009,31.076996290000068,71.16526927300004
province185_ref_shoreline.geojson,104.81874962829266,11.641473529000095,106.43875329700006,12.507557277746173
province187_ref_shoreline.geojson,105.1123751161187,10.838848572000074,105.83310631710282,11.868784898404328
province188_ref_shoreline.geojson,105.52360324459403,10.413809108903251,106.74406985800005,11.024572862147863
province189_ref_shoreline.geojson,105.20914500700007,10.301438706830822,105.96296919217446,10.963001201000097
province190_ref_shoreline.geojson,104.72442452956835,10.199610297177458,105.58299238519038,10.946903992000031
province191_ref_shoreline.geojson,104.65085289864231,10.891647006000127,105.29499962833012,11.893202013562075
province193_ref_shoreline.geojson,103.84603925900007,9.405808621470669,105.52852542480849,10.533363342000072
province194_ref_shoreline.geojson,103.91687945138919,10.415773620000024,104.73916792166222,11.160895291384577
province199_ref_shoreline.geojson,2.0633240132882755,49.969044646293355,4.210316203000048,51.08754088371883
province200_ref_shoreline.geojson,2.521799927545686,50.70009100300007,3.5225036962885383,51.37522311800005
province210_ref_shoreline.geojson,36.57732181100005,43.38898960974838,41.7293705580048,46.862954815742064
province211_ref_shoreline.geojson,39.985976355436605,42.40645694782984,42.15433396100008,43.57584259000002
province214_ref_shoreline.geojson,41.55119496587497,42.05934264274873,43.17522846100013,43.236018372000004
province243_ref_shoreline.geojson,41.12744347483647,40.55556102082443,42.53872684127066,41.51422760700008
province244_ref_shoreline.geojson,41.52076256600009,41.421813863000054,42.586647575000086,41.90261465100008
province246_ref_shoreline.geojson,-5.398858678999886,35.847357489000046,-5.283070441999939,35.92617422100005
province247_ref_shoreline.geojson,-6.249209009091353,34.71467723256819,-4.464218105281361,35.92651914900006
province263_ref_shoreline.geojson,-61.39671280899992,5.1553938070000385,-58.57024370038647,7.193152981125138
province264_ref_shoreline.geojson,-64.81554805499985,-1.4183110492155606,-58.87050961043019,5.267224833000029
province265_ref_shoreline.geojson,-60.164850016999935,3.999549465035784,-58.2821734282611,5.70908335990913
province266_ref_shoreline.geojson,-60.000079711999945,1.1858202110000775,-57.928913337080814,4.5089757350421
province267_ref_shoreline.geojson,-58.97202466120916,-9.843983006710403,-46.06468665299991,2.6089891560000638
province268_ref_shoreline.geojson,7.879893425000091,53.36387482376409,11.31421959700009,55.065334377000056
province269_ref_shoreline.geojson,8.094004754000082,54.73529694200005,10.95671634200005,55.94299388356086
province273_ref_shoreline.geojson,8.33262728000011,30.22890533500008,11.437627800582504,33.26076081026315
province274_ref_shoreline.geojson,9.740677118154451,32.26222336900004,11.564130900000123,33.89630768400008
province275_ref_shoreline.geojson,11.449202514000092,32.30572866554547,12.573216194786209,33.18122531500005
province313_ref_shoreline.geojson,-8.797759568999936,54.46347695519728,-6.939564581999946,55.386379299000055
province314_ref_shoreline.geojson,-7.415755226022895,54.80575063688235,-7.0102900863184345,55.06932200700004
province315_ref_shoreline.geojson,-7.929666300999884,54.600750231338054,-6.896446905900007,54.94437242214951
province316_ref_shoreline.geojson,-8.173837442999911,54.11359731,-7.145889851999925,54.60476330300004
province317_ref_shoreline.geojson,-8.41397701702573,53.80808543629382,-7.575320197369194,54.47797272300005
province322_ref_shoreline.geojson,-6.672533732999909,54.03457265800006,-5.865834113999938,54.27689402933595
province323_ref_shoreline.geojson,-6.684366827666963,53.715222887026584,-6.107289191999939,54.11065175400002
province333_ref_shoreline.geojson,19.999847852000073,38.950100002000056,21.385082634555943,40.32663442653751
province334_ref_shoreline.geojson,19.758618605364347,39.78429107700005,20.615361180773846,40.52729401320812
province335_ref_shoreline.geojson,19.28956139400009,39.637013245000034,20.299576529000092,40.65873301941332
province344_ref_shoreline.geojson,-13.30109615799995,8.245388494883116,-10.592179110999894,9.996005961000066
province349_ref_shoreline.geojson,-13.520863410999937,9.041464742000102,-12.601551676999861,9.698133596088553
province352_ref_shoreline.geojson,-11.476185675999943,6.592529068083955,-10.514468959974522,7.543683809000072
province353_ref_shoreline.geojson,-12.985707160999937,6.919419664000088,-11.144213026410057,8.508059800819126
province365_ref_shoreline.geojson,42.60814508900012,10.978245748000049,43.18881468300009,11.478576158263081
province366_ref_shoreline.geojson,42.3653524111848,11.265488390576763,43.24073326900009,11.654224351472635
province367_ref_shoreline.geojson,41.74911014800006,10.929824931000084,42.70657189317831,11.88090987389154
province368_ref_shoreline.geojson,39.66820437992817,8.84292308233438,42.37945926900005,14.465965678000074
province369_ref_shoreline.geojson,41.97468025399053,11.547471421000068,43.08600240608615,12.523371074000067
province375_ref_shoreline.geojson,42.673964063990354,11.83884184137787,43.418711785000085,12.707912502000056
province376_ref_shoreline.geojson,40.353687418639424,12.360021871000086,43.12387129000007,14.95538971600007
province405_ref_shoreline.geojson,19.12826948404944,53.093141995007045,22.813935988355183,54.434255668999995
province407_ref_shoreline.geojson,6.169060499842203,52.841316552000066,7.198505900000043,53.55809153900003
province408_ref_shoreline.geojson,6.6595158210000704,51.290461330925666,11.58133995907184,53.89248281500005
province412_ref_shoreline.geojson,5.004480422433517,51.734826972186966,6.811656127000049,52.5217913451944
province430_ref_shoreline.geojson,7.477868693000062,43.784491278000075,8.130225812766355,44.14391747041492
province431_ref_shoreline.geojson,6.63638651372662,43.480345841348736,7.691912475000095,44.35462280714269
province432_ref_shoreline.geojson,6.835737345000069,44.09079857219632,8.265856791257875,44.855183367118684
province438_ref_shoreline.geojson,28.410234415000104,66.05499909100007,41.39039147200003,80.17487213700008
province439_ref_shoreline.geojson,29.277058695702237,60.645704250950416,37.94241824730426,66.68414704045352
province440_ref_shoreline.geojson,23.7064722008314,63.430288805184205,30.11628015100007,66.48436595292634
province443_ref_shoreline.geojson,26.96851443938982,60.66422553488053,30.14564900500011,61.85079865253573
province444_ref_shoreline.geojson,26.944509311000047,58.44030915044692,35.69180626764512,61.3210118681032
province445_ref_shoreline.geojson,26.042782831062766,60.37807851800005,28.003781678781422,61.287060451778416
province446_ref_shoreline.geojson,56.07537002920344,23.490711167786174,57.532683248453914,24.978216864000046
province447_ref_shoreline.geojson,55.00585941577941,24.59508820195896,56.17136626700011,25.307088239263553
province451_ref_shoreline.geojson,51.569346550000034,22.620945943000052,55.99785282400006,25.24941640800006
province461_ref_shoreline.geojson,-54.79791581856017,-1.2192017552567904,-49.87304648399993,4.441122259000053
province472_ref_shoreline.geojson,-15.365614296262777,12.649736594867932,-13.356621060013936,13.58997263600007
province479_ref_shoreline.geojson,2.671694505000062,6.316849880517566,4.59499637168517,7.95796417880382
province483_ref_shoreline.geojson,2.7038412893423924,6.368351672675914,4.346329379697124,6.704733180691733
province484_ref_shoreline.geojson,2.3848987162027697,6.347932166020271,2.7188031810000837,6.9935527607512995
province485_ref_shoreline.geojson,12.009607691000042,-5.763441664999959,13.073702840000067,-4.391203714999932
province486_ref_shoreline.geojson,11.114016304109821,-5.019630835999919,12.782655683712846,-3.5092937219999243
province494_ref_shoreline.geojson,13.568614129000082,45.45943015365675,13.693200717639002,45.53925202000005
province495_ref_shoreline.geojson,13.501475457000083,44.77240631700005,14.234681653735322,45.51422556600001
province504_ref_shoreline.geojson,50.750987175000034,24.559871521000062,51.54329349070201,25.810614325000074
province505_ref_shoreline.geojson,44.93868370858627,17.093103658706866,55.63756473800004,29.095744527000093
province512_ref_shoreline.geojson,26.498982375036576,41.90116444900009,28.020355665000068,42.988409939067424
province513_ref_shoreline.geojson,26.78020551936919,41.264561672782975,28.203024208961594,42.09792246500008
province515_ref_shoreline.geojson,26.033213738000086,40.59857819200005,26.906192660862587,41.98343332900005
province526_ref_shoreline.geojson,102.76501241200003,10.54515208500004,104.14468224458989,12.142282415800821
province527_ref_shoreline.geojson,102.24952233200003,11.563381252000056,102.9287866620001,12.74602984909825
province528_ref_shoreline.geojson,102.69221195500012,11.908446560060668,104.4050797874022,13.145244452369582
province531_ref_shoreline.geojson,101.68705447778188,12.306219794000071,102.50664188700011,13.33618886982049
province532_ref_shoreline.geojson,-2.966920125999877,35.2678742480001,-2.912912563999953,35.329779364000046
province533_ref_shoreline.geojson,-3.9991818912313306,31.732546097715037,-1.0319994709999492,35.44643789300005
province537_ref_shoreline.geojson,85.82238976397639,21.523586330000057,89.88849816325961,27.249163087806267
province540_ref_shoreline.geojson,89.65579838100007,24.12777822478523,96.0118453310971,27.99330455176363
province544_ref_shoreline.geojson,100.12728925900007,6.260527681200568,100.37765898957065,6.707963766000077
province545_ref_shoreline.geojson,99.15845787900008,6.442287502000056,100.2141728050309,7.143336899778092
province546_ref_shoreline.geojson,100.03061811683256,6.297884630071621,101.10564293777134,7.9387881530000755
province547_ref_shoreline.geojson,99.64522806000008,5.080930487352077,101.09427331500007,6.526754413285516
province549_ref_shoreline.geojson,101.34335452708973,4.555587877278697,102.6663228696047,6.257513739000046
province550_ref_shoreline.geojson,101.38200849839342,5.738100484000057,102.07309004000007,6.628846340486234
province551_ref_shoreline.geojson,100.36451256600003,3.6682518578369354,101.75330366403284,5.911345724000043
province553_ref_shoreline.geojson,12.102238773400643,43.74286154752235,12.753835483000046,44.16640859600005
province556_ref_shoreline.geojson,12.193491218744725,43.42887227713385,13.177206383015417,43.97239817900004
province563_ref_shoreline.geojson,-72.11370642760954,19.275464586421492,-71.70318965699997,19.73232656500005
province564_ref_shoreline.geojson,-71.77106686099995,19.532218940551672,-71.13397294779327,19.91034577000005
province566_ref_shoreline.geojson,-72.36518978508053,18.680681698000072,-71.63911088099988,19.335770982444842
province568_ref_shoreline.geojson,-72.0098376059999,18.135947577518664,-71.20076473730279,18.684730212729107
province569_ref_shoreline.geojson,-73.29963131399995,18.262968247786375,-71.70933915199993,18.972847397989028
province570_ref_shoreline.geojson,-73.01450415684133,18.039252020000063,-71.72111173599984,18.401512763303344
province571_ref_shoreline.geojson,-71.77682857299988,17.54555898600006,-71.2810171560459,18.292996236786905
province574_ref_shoreline.geojson,46.53243575000005,28.97624273871139,48.35954837300005,30.09821563700008
province575_ref_shoreline.geojson,46.56146814800013,29.12416650900009,48.559255405000044,31.279150499495927
province577_ref_shoreline.geojson,-90.11477901199993,13.665072624253359,-89.69586320722124,14.060073141000089
province578_ref_shoreline.geojson,-90.29285519141393,13.731404008980572,-89.49614812999991,14.577611802742467
province581_ref_shoreline.geojson,118.93539472700002,-10.922621351999908,125.1623649500001,-8.06959400799991
province582_ref_shoreline.geojson,124.03003991000003,-9.501227721999967,124.45150394800015,-9.180189710999912
province583_ref_shoreline.geojson,124.90791019700009,-9.217369886810843,125.41309980681058,-8.740267594092641
province584_ref_shoreline.geojson,124.9541089280001,-9.485772393999923,125.51112999905013,-9.033815198612558
province585_ref_shoreline.geojson,109.52843550600005,0.8513703410001057,115.6753996111031,4.962329459971157
province586_ref_shoreline.geojson,115.022777141,4.313768820000064,115.36074100800016,4.90884023600006
province587_ref_shoreline.geojson,108.67725670700003,-3.0807430969999245,114.20892581567387,2.083238023000092
province591_ref_shoreline.geojson,12.500092240164747,45.65232145297267,13.701054728000116,46.6410000853856
province592_ref_shoreline.geojson,7.365750207000076,43.71796907700008,7.43745403212602,43.76350555400002
province601_ref_shoreline.geojson,13.37671959700009,45.675441799000055,13.622816610000086,46.00639190700012
province605_ref_shoreline.geojson,13.574172201885574,45.77052373600007,13.902541944754944,45.865004380947425
province606_ref_shoreline.geojson,13.583327116904757,45.581249899000014,13.894686320000034,45.80648247701627
province607_ref_shoreline.geojson,13.699908416000142,45.63375840632534,13.989875115843915,45.810227363102285
province609_ref_shoreline.geojson,13.659969793000073,45.423636779999995,13.987476489948051,45.602169289000116
province610_ref_shoreline.geojson,31.90583500100007,-26.86027150399994,33.139713982913975,-24.211235039765256
province620_ref_shoreline.geojson,92.17497277900003,17.366666367958487,94.90297244662105,21.46189524300003
province621_ref_shoreline.geojson,90.59913170700008,20.738714911000045,92.64285119700003,24.256426703029888
province622_ref_shoreline.geojson,92.57556848200005,20.651556301282255,94.1700972836627,24.088892517000104
province623_ref_shoreline.geojson,-1.7971724039999515,42.7726358040001,0.02323196528294602,43.592063201655435
province624_ref_shoreline.geojson,-2.4945450500140396,41.90886343030303,-0.7450319629998887,43.304928894000014
province625_ref_shoreline.geojson,-2.602819160675722,42.90006907852512,-1.7497299859999202,43.39508698100008
province628_ref_shoreline.geojson,0.3241976252202221,41.23283234273839,1.8425459988987427,42.84658477900008
province633_ref_shoreline.geojson,1.707006470000067,42.32566050300004,3.1815698580000458,42.913800235992085
province636_ref_shoreline.geojson,1.712174112944922,41.64558226081266,3.3177189460000704,42.493712260112716
province640_ref_shoreline.geojson,21.692660760385763,39.91266510600008,24.12165978437156,41.3999030560001
province683_ref_shoreline.geojson,16.631683790000068,42.41632721600007,18.497816202000138,43.156849270177645
province684_ref_shoreline.geojson,18.436424602000073,42.36627838700008,18.659977654944782,42.59849020775687
province685_ref_shoreline.geojson,17.380934278594054,42.574392828,18.39473221700007,43.860475571790175
province686_ref_shoreline.geojson,17.988503783000056,42.55921213800009,18.68839888500011,43.445085876000064
province692_ref_shoreline.geojson,-75.23285885299993,19.891142236000064,-75.09495029099989,19.971583690000003
province693_ref_shoreline.geojson,-75.48967607259266,19.88254391701126,-74.1328832669999,20.556063378921806
province719_ref_shoreline.geojson,-88.53239417205339,13.17119621999763,-88.0085501778484,13.919119724000055
province720_ref_shoreline.geojson,-88.09147094580024,13.158636786000045,-87.69319351199994,13.915870057000106
province721_ref_shoreline.geojson,-87.8171687489999,13.249172268000052,-87.3477894761034,13.849904282756427
province722_ref_shoreline.geojson,-85.50637732635249,13.030264391288597,-82.72569739499994,15.030969950000099
province724_ref_shoreline.geojson,-84.99994869727453,14.619470520000093,-83.13044447244795,15.987941798774955
province728_ref_shoreline.geojson,-87.6858210929999,12.45838376929831,-86.65460181322311,13.293349915000078
province729_ref_shoreline.geojson,-87.51223710799991,12.979777324000068,-86.70186071799992,13.760607407805594
province731_ref_shoreline.geojson,-80.10863196499992,-0.050125827544889034,-78.42339881070654,1.4343122420000896
province732_ref_shoreline.geojson,-79.02151154699993,0.3341926070000767,-76.84365027474036,2.6873393820000615
province736_ref_shoreline.geojson,-57.33569453899992,5.222860616000062,-56.4613026600897,6.011573766000083
province737_ref_shoreline.geojson,-54.7414334783723,5.212454410000049,-53.986357453999915,5.974815050164429
province757_ref_shoreline.geojson,-54.61244991099991,-26.704777926759903,-48.03248898038214,-22.52172576253389
province758_ref_shoreline.geojson,-53.84200598139091,-29.355365491724058,-48.37730872299994,-25.971541029494915
province759_ref_shoreline.geojson,3.3494146740001156,51.20532521600002,4.281124221805385,51.74823639500005
province760_ref_shoreline.geojson,3.3306807796942053,50.72185101300005,4.3330485370603355,51.36800060300003
province761_ref_shoreline.geojson,4.186127148748881,51.21676713400011,6.049481234771179,51.83502757386344
province762_ref_shoreline.geojson,4.181998325262498,50.992107448799686,5.2604337908867365,51.49623769100005
province786_ref_shoreline.geojson,-8.652205369382273,38.175577094307414,-7.117068156999977,39.02673961024482
province814_ref_shoreline.geojson,18.50679787282354,42.271470445000034,18.793561232165132,42.62933624886875
province820_ref_shoreline.geojson,14.59506269600007,43.86373118774412,16.527446322689627,44.950124824301156
province826_ref_shoreline.geojson,16.186639445000083,43.52774706500007,17.530537551366876,44.45526760381682
province827_ref_shoreline.geojson,16.012795521506927,43.01146067900004,17.450913269931448,43.97023631395473
province828_ref_shoreline.geojson,17.06231406800012,43.072902353260986,17.750317417215,43.653511461484754
province845_ref_shoreline.geojson,11.274089929306797,51.34797719988785,14.76140344300012,53.543811266876446
province846_ref_shoreline.geojson,14.12392297300002,52.596462963000064,17.05769819511562,54.576696772267866
province847_ref_shoreline.geojson,10.601244744948985,53.10824092687727,14.39126051076397,54.68842194200005
province850_ref_shoreline.geojson,26.332335497984843,43.665629584137946,27.682514975685535,44.17704620400009
province851_ref_shoreline.geojson,26.280029330589116,44.06378879431736,28.022765333853044,44.56324921358032
province855_ref_shoreline.geojson,27.25266245780614,43.73521270700003,28.987559441000087,44.78254891340163
province856_ref_shoreline.geojson,27.2001282079504,43.35309052181009,28.603526238000086,43.993336487000064
province865_ref_shoreline.geojson,23.619158155624348,40.398138739000046,26.6365959070001,41.750475973000064
province868_ref_shoreline.geojson,19.272032511000106,41.835710702892015,20.242878452278717,42.654813538000084
province870_ref_shoreline.geojson,18.95598025868196,42.19804723397786,19.65803716598242,42.739071153510906
province871_ref_shoreline.geojson,18.922545607194024,42.01146698721169,19.36999787700009,42.32193899199086
province872_ref_shoreline.geojson,19.137950066000087,41.85236237200007,19.374868612000057,42.10650667600005
province886_ref_shoreline.geojson,28.06214196800005,45.46177398700006,28.567640828000094,46.10633332052629
province887_ref_shoreline.geojson,27.250306023604082,45.39542064154932,28.215146087000107,46.12754649477489
province892_ref_shoreline.geojson,28.19949792500006,45.21356842700004,31.306802605555788,48.22222484050394
province893_ref_shoreline.geojson,27.986746859979576,44.679673570000034,29.699554884000065,45.45205881800011
province903_ref_shoreline.geojson,29.416737095340636,46.339394837,30.131576375000122,46.72381500945511
province913_ref_shoreline.geojson,19.609548373000052,54.34293731800004,22.848351684000107,55.28995961500003
province914_ref_shoreline.geojson,21.814152053374528,55.05710480404343,23.477461378739633,55.68688548457743
province924_ref_shoreline.geojson,38.18870731600009,45.94680817295881,44.33437951040605,50.22634023671253
province925_ref_shoreline.geojson,36.53113488087001,46.87555573100008,39.05552859876582,49.23174978312596
province953_ref_shoreline.geojson,130.39165896998543,46.62591400842473,147.15880089694383,62.574423733368576
province954_ref_shoreline.geojson,130.3796692310001,42.29511139500006,139.02637621828774,48.44500193898824
province955_ref_shoreline.geojson,121.64950524317237,40.85919462483207,131.281836386,46.2934536812424
province956_ref_shoreline.geojson,128.70494021981528,40.564600800096514,130.4521536795163,43.010269878000074
province957_ref_shoreline.geojson,130.19173928703844,42.17355132383449,130.69996178500003,42.610785217000014
province958_ref_shoreline.geojson,126.8120325047962,40.40161693007724,128.93862104682376,42.047589621
province960_ref_shoreline.geojson,118.84755740804792,38.72093333500004,125.76889204263364,43.47228221325349
province961_ref_shoreline.geojson,124.21131598900001,39.427394924000055,126.37050906833883,40.652684880000024
province985_ref_shoreline.geojson,35.78736412900008,35.81977854500006,36.67004032400007,37.02001455322903
province987_ref_shoreline.geojson,35.723399285000085,35.21950429948379,36.28846235505364,35.92685211200005
province995_ref_shoreline.geojson,47.58023235583852,29.957017320000034,50.429821404933875,33.04470164656374
province1000_ref_shoreline.geojson,34.9493851167955,29.231730714000022,35.740250622000076,30.719966986000102
province1022_ref_shoreline.geojson,96.39890180897129,15.218865458000053,98.90334761600008,19.495787055528183
province1023_ref_shoreline.geojson,97.90799443000009,15.220621649969132,99.34600874161009,17.7561774761096
province1024_ref_shoreline.geojson,98.16044722500004,13.723674124000055,99.89062666229057,15.675098034446705
province1025_ref_shoreline.geojson,96.8829018985635,14.880153274553948,98.20933393841051,17.710237128340793
province1026_ref_shoreline.geojson,97.44434655000003,9.790716864000046,99.63002160600013,15.099130356980368
province1027_ref_shoreline.geojson,99.14094611700011,10.955533148835741,100.02003014400003,12.63617584800005
province1028_ref_shoreline.geojson,99.08834924300004,12.544919337857152,100.10434004000007,13.332984930709983
province1029_ref_shoreline.geojson,99.14677934200012,13.143151557298495,100.07867719899349,13.944523831209835
province1030_ref_shoreline.geojson,98.63545779783908,9.601171373060424,99.51531009200005,11.039409961000047
province1031_ref_shoreline.geojson,98.38493899800005,9.30643484119497,98.97574710474504,10.788202778935101
province1043_ref_shoreline.geojson,104.28198161000012,16.907211208930107,106.40401984064312,18.253408916000055
province1055_ref_shoreline.geojson,104.35981042500003,19.27431526543711,106.07055952400276,20.64261560482629
province1056_ref_shoreline.geojson,103.8484204510001,18.570210475932697,105.80624294255773,19.99237326401493
province1058_ref_shoreline.geojson,105.07997318600007,17.908416246312697,106.51856530000003,18.758978583000044
province1059_ref_shoreline.geojson,105.59415368700007,16.95063806039815,107.00749759200005,18.070783595986143
province1060_ref_shoreline.geojson,106.53355047287596,16.290809443000043,107.41163170700003,17.162217515000066
province1061_ref_shoreline.geojson,107.06264367136828,16.01406159136934,108.20435631600003,16.750026760000083
province1063_ref_shoreline.geojson,107.14878747600011,14.956477565687067,108.76156660200007,16.09343659152546
province1065_ref_shoreline.geojson,28.859013628775926,-31.077894789999903,32.89307701900009,-26.808285013999907
province1070_ref_shoreline.geojson,22.736628044848374,-34.20566171699994,30.195974155000044,-29.978587462441453
province1124_ref_shoreline.geojson,9.799571159000067,2.157761182000044,13.662266290000105,3.665719713194221
province1131_ref_shoreline.geojson,9.872400343401125,-2.8049957269999624,12.499784383000133,-0.5753650848308212
province1133_ref_shoreline.geojson,9.961720742840322,-3.936856189796041,11.954908081000099,-2.253763929761533
province1145_ref_shoreline.geojson,8.505056186000047,3.9218553447558184,10.11259240141817,6.534304785737277
province1147_ref_shoreline.geojson,7.869008415805752,4.704046942000048,9.488590225658356,6.8916726751538135
province1168_ref_shoreline.geojson,-0.39490576778695186,5.7554385440000715,1.187968384000044,8.778301703161048
province1169_ref_shoreline.geojson,0.7117183830000329,6.100490627000056,1.7823507080001377,6.903089389000073
province1173_ref_shoreline.geojson,-3.262509317999985,4.737127997000073,-1.4211480370522622,7.054053375263038
